Company,Company response to consumer,Complaint ID,Consumer consent provided?,Consumer disputed?,Date Received,Date Submitted,Issue,Product,State,Sub-issue,Sub-product,Submitted via,Timely response?,ZIP code,Bottom of Gauge,complaints,Top of Gauge
Cumulus Financial,Closed with explanation,3031493,N/A,N/A,27-09-2018,26-09-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,PA,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,196XX,0,1,1
Cumulus Financial,Closed with explanation,3044669,N/A,N/A,12-10-2018,12-10-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,PA,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,19403,0,1,1
Cumulus Financial,Closed with explanation,3158973,N/A,N/A,21-02-2019,08-02-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,PA,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,19083,0,1,1
Cumulus Financial,Closed with explanation,3231340,N/A,N/A,03-05-2019,02-05-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,PA,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,190XX,0,1,1
Cumulus Financial,Closed with explanation,3660209,N/A,N/A,20-05-2020,19-05-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,PA,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,17404,0,1,1
Cumulus Financial,Closed with explanation,2834335,N/A,N/A,06-03-2018,06-03-2018,Closing your account,Credit card or prepaid card,NJ,Can't close your account,General-purpose credit card or charge card,Referral,Yes,7204,0,1,1
Cumulus Financial,Closed with explanation,2919892,N/A,N/A,29-05-2018,17-05-2018,Closing your account,Credit card or prepaid card,NJ,Company closed your account,General-purpose credit card or charge card,Referral,Yes,8701,0,1,1
Cumulus Financial,Closed with explanation,2941426,N/A,N/A,20-06-2018,19-06-2018,Closing your account,Credit card or prepaid card,NJ,Company closed your account,General-purpose credit card or charge card,Referral,Yes,080XX,0,1,1
Cumulus Financial,Closed with explanation,2559900,N/A,N/A,27-06-2017,27-06-2017,Fees or interest,Credit card or prepaid card,NJ,Charged too much interest,General-purpose credit card or charge card,Referral,Yes,088XX,0,1,1
Cumulus Financial,Closed with explanation,3196411,N/A,N/A,30-03-2019,29-03-2019,Fees or interest,Credit card or prepaid card,NJ,Charged too much interest,General-purpose credit card or charge card,Referral,Yes,079XX,0,1,1
Cumulus Financial,Closed with explanation,2917793,N/A,N/A,25-05-2018,02-05-2018,Fees or interest,Credit card or prepaid card,NJ,Problem with fees,General-purpose credit card or charge card,Referral,Yes,8088,0,1,1
Cumulus Financial,Closed with explanation,2979440,N/A,N/A,01-08-2018,01-08-2018,Fees or interest,Credit card or prepaid card,NJ,Problem with fees,General-purpose credit card or charge card,Referral,Yes,7871,0,1,1
Cumulus Financial,Closed with explanation,3099472,N/A,N/A,18-12-2018,12-12-2018,Fees or interest,Credit card or prepaid card,NJ,Problem with fees,General-purpose credit card or charge card,Referral,Yes,074XX,0,1,1
Cumulus Financial,Closed with explanation,2927461,N/A,N/A,05-06-2018,05-06-2018,Fees or interest,Credit card or prepaid card,NJ,Unexpected increase in interest rate,General-purpose credit card or charge card,Referral,Yes,8831,0,1,1
Cumulus Financial,Closed with explanation,2986992,N/A,N/A,09-08-2018,09-08-2018,Fees or interest,Credit card or prepaid card,NJ,Unexpected increase in interest rate,General-purpose credit card or charge card,Referral,Yes,7666,0,1,1
Cumulus Financial,Closed with explanation,3111914,N/A,N/A,28-12-2018,28-12-2018,Fees or interest,Credit card or prepaid card,NJ,Unexpected increase in interest rate,General-purpose credit card or charge card,Referral,Yes,7871,0,1,1
Cumulus Financial,Closed with explanation,3124177,N/A,N/A,17-01-2019,11-01-2019,Fees or interest,Credit card or prepaid card,NJ,Unexpected increase in interest rate,General-purpose credit card or charge card,Referral,Yes,7801,0,1,1
Cumulus Financial,Closed with explanation,3199461,N/A,N/A,02-04-2019,02-04-2019,Fees or interest,Credit card or prepaid card,NJ,Unexpected increase in interest rate,General-purpose credit card or charge card,Referral,Yes,8322,0,1,1
Cumulus Financial,Closed with explanation,2746444,N/A,N/A,05-12-2017,30-11-2017,Getting a credit card,Credit card or prepaid card,NJ,Application denied,General-purpose credit card or charge card,Referral,Yes,8080,0,1,1
Cumulus Financial,Closed with explanation,3126053,N/A,N/A,16-01-2019,16-01-2019,Getting a credit card,Credit card or prepaid card,NJ,Application denied,General-purpose credit card or charge card,Referral,Yes,8638,0,1,1
Cumulus Financial,Closed with explanation,3826208,N/A,N/A,02-09-2020,31-08-2020,Getting a credit card,Credit card or prepaid card,NJ,Problem getting a working replacement card,General-purpose credit card or charge card,Referral,Yes,7094,0,1,1
Cumulus Financial,Closed with explanation,3126792,N/A,N/A,16-01-2019,16-01-2019,Getting a credit card,Credit card or prepaid card,NJ,Sent card you never applied for,General-purpose credit card or charge card,Referral,Yes,7753,0,1,1
Cumulus Financial,Closed with explanation,3192866,N/A,N/A,27-03-2019,27-03-2019,Problem when making payments,Credit card or prepaid card,NJ,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,070XX,0,1,1
Cumulus Financial,Closed with explanation,3282679,N/A,N/A,21-06-2019,19-06-2019,Problem when making payments,Credit card or prepaid card,NJ,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,8820,0,1,1
Cumulus Financial,Closed with explanation,2469778,N/A,N/A,03-05-2017,27-04-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,7076,0,1,1
Cumulus Financial,Closed with explanation,2906658,N/A,N/A,15-05-2018,06-04-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,7024,0,1,1
Cumulus Financial,Closed with explanation,2916370,N/A,N/A,23-05-2018,19-04-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,7024,0,1,1
Cumulus Financial,Closed with explanation,2921169,N/A,N/A,30-05-2018,23-05-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,078XX,0,1,1
Cumulus Financial,Closed with explanation,3223659,N/A,N/A,26-04-2019,20-02-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,076XX,0,1,1
Cumulus Financial,Closed with explanation,2567297,N/A,N/A,06-07-2017,06-07-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,8009,0,1,1
Cumulus Financial,Closed with explanation,2887891,N/A,N/A,26-04-2018,05-04-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,074XX,0,1,1
Cumulus Financial,Closed with explanation,2954421,N/A,N/A,05-07-2018,03-07-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,076XX,0,1,1
Cumulus Financial,Closed with explanation,3022058,N/A,N/A,18-09-2018,18-09-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,8648,0,1,1
Cumulus Financial,Closed with explanation,3303412,N/A,N/A,11-07-2019,09-07-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,077XX,0,1,1
Cumulus Financial,Closed with explanation,3319396,N/A,N/A,26-07-2019,25-07-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,070XX,0,1,1
Cumulus Financial,Closed with explanation,3386335,N/A,N/A,25-09-2019,24-09-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,074XX,0,1,1
Cumulus Financial,Closed with explanation,3407455,N/A,N/A,16-10-2019,16-10-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,070XX,0,1,1
Cumulus Financial,Closed with explanation,3554307,N/A,N/A,04-03-2020,03-03-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,074XX,0,1,1
Cumulus Financial,Closed with explanation,3746039,N/A,N/A,24-07-2020,13-07-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,7011,0,1,1
Cumulus Financial,Closed with explanation,3814412,N/A,N/A,26-08-2020,24-08-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,7083,0,1,1
Cumulus Financial,Closed with explanation,3059290,N/A,N/A,01-11-2018,29-10-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Overcharged for something you did purchase with the card,General-purpose credit card or charge card,Referral,Yes,7006,0,1,1
Cumulus Financial,Closed with explanation,2691451,N/A,N/A,03-10-2017,03-10-2017,Fees or interest,Credit card or prepaid card,NJ,Problem with fees,Store credit card,Referral,Yes,7054,0,1,1
Cumulus Financial,Closed with explanation,3220641,N/A,N/A,23-04-2019,23-04-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NJ,Credit card company isn't resolving a dispute about a purchase on your statement,Store credit card,Referral,Yes,8242,0,1,1
Cumulus Financial,Closed with explanation,2955241,N/A,N/A,09-07-2018,06-07-2018,Closing your account,Credit card or prepaid card,CT,Can't close your account,General-purpose credit card or charge card,Referral,Yes,060XX,0,1,1
Cumulus Financial,Closed with explanation,2707259,N/A,N/A,26-10-2017,20-10-2017,Fees or interest,Credit card or prepaid card,CT,Problem with fees,General-purpose credit card or charge card,Referral,Yes,6614,0,1,1
Cumulus Financial,Closed with explanation,2803687,N/A,N/A,05-02-2018,05-02-2018,Incorrect information on your report,Credit card or prepaid card,CT,Information belongs to someone else,General-purpose credit card or charge card,Referral,Yes,6850,0,1,1
Cumulus Financial,Closed with explanation,2749189,N/A,N/A,07-12-2017,07-12-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,CT,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,6320,0,1,1
Cumulus Financial,Closed with explanation,2908157,N/A,N/A,15-05-2018,06-04-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,CT,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,6320,0,1,1
Cumulus Financial,Closed with explanation,3041761,N/A,N/A,10-10-2018,10-10-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,CT,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,6450,0,1,1
Cumulus Financial,Closed with explanation,3206086,N/A,N/A,09-04-2019,08-04-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,CT,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,069XX,0,1,1
Cumulus Financial,Closed with explanation,3217695,N/A,N/A,19-04-2019,18-04-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,CT,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,064XX,0,1,1
Cumulus Financial,Closed with explanation,3283135,N/A,N/A,21-06-2019,20-06-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,CT,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,066XX,0,1,1
Cumulus Financial,Closed with explanation,3178156,N/A,N/A,13-03-2019,13-03-2019,Struggling to pay your bill,Credit card or prepaid card,CT,Credit card company won't work with you while you're going through financial hardship,General-purpose credit card or charge card,Referral,Yes,6511,0,1,1
Cumulus Financial,Closed with explanation,3896891,N/A,N/A,13-10-2020,10-10-2020,Fees or interest,Credit card or prepaid card,OR,Charged too much interest,General-purpose credit card or charge card,Referral,Yes,97401,0,1,1
Cumulus Financial,Closed with explanation,3647879,N/A,N/A,12-05-2020,12-05-2020,Fees or interest,Credit card or prepaid card,OR,Problem with fees,General-purpose credit card or charge card,Referral,Yes,97002,0,1,1
Cumulus Financial,Closed with explanation,2959540,N/A,N/A,11-07-2018,10-07-2018,Problem when making payments,Credit card or prepaid card,OR,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,97497,0,1,1
Cumulus Financial,Closed with explanation,2913787,N/A,N/A,21-05-2018,11-04-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,OR,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,97321,0,1,1
Cumulus Financial,Closed with explanation,2473809,N/A,N/A,03-05-2017,03-05-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,OR,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,97207,0,1,1
Cumulus Financial,Closed with explanation,2973323,N/A,N/A,25-07-2018,25-07-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,OR,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,972XX,0,1,1
Cumulus Financial,Closed with explanation,3229162,N/A,N/A,01-05-2019,29-04-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,OR,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,970XX,0,1,1
Cumulus Financial,Closed with explanation,3234433,N/A,N/A,07-05-2019,03-05-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,OR,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,97470,0,1,1
Cumulus Financial,Closed with explanation,3807238,N/A,N/A,21-08-2020,21-08-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,OR,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,97416,0,1,1
Cumulus Financial,Closed with explanation,2922751,N/A,N/A,31-05-2018,30-05-2018,Trouble using your card,Credit card or prepaid card,OR,Can't use card to make purchases,General-purpose credit card or charge card,Referral,Yes,97526,0,1,1
Cumulus Financial,Closed with explanation,2923508,N/A,N/A,31-05-2018,30-05-2018,Trouble using your card,Credit card or prepaid card,OR,Can't use card to make purchases,General-purpose credit card or charge card,Referral,Yes,97526,0,1,1
Cumulus Financial,Closed with explanation,3330332,N/A,N/A,05-08-2019,05-08-2019,Closing your account,Credit card or prepaid card,NV,Can't close your account,General-purpose credit card or charge card,Referral,Yes,89512,0,1,1
Cumulus Financial,Closed with explanation,3130941,N/A,N/A,23-01-2019,22-01-2019,Getting a credit card,Credit card or prepaid card,NV,Application denied,General-purpose credit card or charge card,Referral,Yes,89135,0,1,1
Cumulus Financial,Closed with explanation,3003193,N/A,N/A,28-08-2018,24-08-2018,Getting a credit card,Credit card or prepaid card,NV,Delay in processing application,General-purpose credit card or charge card,Referral,Yes,89101,0,1,1
Cumulus Financial,Closed with explanation,3008281,N/A,N/A,10-09-2018,30-08-2018,Getting a credit card,Credit card or prepaid card,NV,Delay in processing application,General-purpose credit card or charge card,Referral,Yes,89101,0,1,1
Cumulus Financial,Closed with explanation,3845153,N/A,N/A,14-09-2020,11-09-2020,Getting a credit card,Credit card or prepaid card,NV,Delay in processing application,General-purpose credit card or charge card,Referral,Yes,89511,0,1,1
Cumulus Financial,Closed with explanation,2850804,N/A,N/A,21-03-2018,19-03-2018,Improper use of your report,Credit card or prepaid card,NV,Reporting company used your report improperly,General-purpose credit card or charge card,Referral,Yes,89147,0,1,1
Cumulus Financial,Closed with explanation,2625043,N/A,N/A,18-08-2017,16-08-2017,Problem when making payments,Credit card or prepaid card,NV,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,89169,0,1,1
Cumulus Financial,Closed with explanation,3335536,N/A,N/A,09-08-2019,09-08-2019,Problem when making payments,Credit card or prepaid card,NV,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,89509,0,1,1
Cumulus Financial,Closed with explanation,2849775,N/A,N/A,22-03-2018,21-03-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NV,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,89503,0,1,1
Cumulus Financial,Closed with explanation,2703394,N/A,N/A,16-10-2017,15-09-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,NV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,89081,0,1,1
Cumulus Financial,Closed with explanation,2729232,N/A,N/A,14-11-2017,14-11-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,NV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,89033,0,1,1
Cumulus Financial,Closed with explanation,2921943,N/A,N/A,30-05-2018,24-05-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,89044,0,1,1
Cumulus Financial,Closed with explanation,3133113,N/A,N/A,25-01-2019,25-01-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,89123,0,1,1
Cumulus Financial,Closed with explanation,3401388,N/A,N/A,10-10-2019,09-10-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,NV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,891XX,0,1,1
Cumulus Financial,Closed with explanation,3038292,N/A,N/A,05-10-2018,04-10-2018,Trouble using your card,Credit card or prepaid card,NV,Can't use card to make purchases,General-purpose credit card or charge card,Referral,Yes,89012,0,1,1
Cumulus Financial,Closed with explanation,3096472,N/A,N/A,11-12-2018,11-12-2018,Fees or interest,Credit card or prepaid card,CO,Problem with fees,General-purpose credit card or charge card,Referral,Yes,80209,0,1,1
Cumulus Financial,Closed with explanation,2708236,N/A,N/A,26-10-2017,18-10-2017,Problem when making payments,Credit card or prepaid card,CO,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,80214,0,1,1
Cumulus Financial,Closed with explanation,3568230,N/A,N/A,16-03-2020,16-03-2020,Problem when making payments,Credit card or prepaid card,CO,Problem during payment process,General-purpose credit card or charge card,Referral,Yes,80112,0,1,1
Cumulus Financial,Closed with explanation,2683591,N/A,N/A,03-10-2017,25-09-2017,Problem when making payments,Credit card or prepaid card,CO,You never received your bill or did not know a payment was due,General-purpose credit card or charge card,Referral,Yes,80214,0,1,1
Cumulus Financial,Closed with explanation,3519113,N/A,N/A,04-02-2020,03-02-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,80128,0,1,1
Cumulus Financial,Closed with explanation,3637669,N/A,N/A,05-05-2020,05-05-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,80016,0,1,1
Cumulus Financial,Closed with explanation,3835699,N/A,N/A,08-09-2020,05-09-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,80525,0,1,1
Cumulus Financial,Closed with explanation,2567363,N/A,N/A,10-07-2017,07-07-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,80221,0,1,1
Cumulus Financial,Closed with explanation,2914431,N/A,N/A,22-05-2018,21-05-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,80906,0,1,1
Cumulus Financial,Closed with explanation,2917374,N/A,N/A,24-05-2018,27-04-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,80120,0,1,1
Cumulus Financial,Closed with explanation,3304155,N/A,N/A,12-07-2019,12-07-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,80461,0,1,1
Cumulus Financial,Closed with explanation,3428700,N/A,N/A,05-11-2019,04-11-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,80221,0,1,1
Cumulus Financial,Closed with explanation,3466416,N/A,N/A,12-12-2019,12-12-2019,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,802XX,0,1,1
Cumulus Financial,Closed with explanation,3487749,N/A,N/A,07-01-2020,07-01-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,802XX,0,1,1
Cumulus Financial,Closed with explanation,3845685,N/A,N/A,14-09-2020,12-09-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,CO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,803XX,0,1,1
Cumulus Financial,Closed with explanation,3103750,N/A,N/A,20-12-2018,18-12-2018,Trouble using your card,Credit card or prepaid card,CO,Can't use card to make purchases,General-purpose credit card or charge card,Referral,Yes,80015,0,1,1
Cumulus Financial,Closed with explanation,3116760,N/A,N/A,04-01-2019,03-01-2019,Trouble using your card,Credit card or prepaid card,CO,Credit card company won't increase or decrease your credit limit,General-purpose credit card or charge card,Referral,Yes,80537,0,1,1
Cumulus Financial,Closed with explanation,2494672,N/A,N/A,30-05-2017,26-05-2017,Closing your account,Credit card or prepaid card,CO,Can't close your account,Store credit card,Referral,Yes,81212,0,1,1
Cumulus Financial,Closed with explanation,2851846,N/A,N/A,22-03-2018,22-03-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NE,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,68118,0,1,1
Cumulus Financial,Closed with explanation,2966672,N/A,N/A,18-07-2018,18-07-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,NE,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,68118,0,1,1
Cumulus Financial,Closed with explanation,3392165,N/A,N/A,01-10-2019,30-09-2019,Struggling to pay your bill,Credit card or prepaid card,NE,Credit card company won't work with you while you're going through financial hardship,General-purpose credit card or charge card,Referral,Yes,681XX,0,1,1
Cumulus Financial,Closed with explanation,3845568,N/A,N/A,14-09-2020,11-09-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,MO,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,63068,0,1,1
Cumulus Financial,Closed with explanation,2728803,N/A,N/A,14-11-2017,13-11-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,MO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,650XX,0,1,1
Cumulus Financial,Closed with explanation,3003654,N/A,N/A,28-08-2018,28-08-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,MO,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,63304,0,1,1
Cumulus Financial,Closed with explanation,3466018,N/A,N/A,12-12-2019,12-12-2019,Trouble using the card,Credit card or prepaid card,MO,Trouble getting information about the card,Government benefit card,Referral,Yes,64111,0,1,1
Cumulus Financial,Closed with explanation,2679477,N/A,N/A,26-09-2017,20-09-2017,Problem with a purchase shown on your statement,Credit card or prepaid card,KY,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,42718,0,1,1
Cumulus Financial,Closed with explanation,2959591,N/A,N/A,11-07-2018,10-07-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,KY,Card was charged for something you did not purchase with the card,General-purpose credit card or charge card,Referral,Yes,40245,0,1,1
Cumulus Financial,Closed with explanation,2963909,N/A,N/A,16-07-2018,13-07-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,KY,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,40245,0,1,1
Cumulus Financial,Closed with explanation,3041680,N/A,N/A,10-10-2018,09-10-2018,Fees or interest,Credit card or prepaid card,WV,Problem with fees,General-purpose credit card or charge card,Referral,Yes,26651,0,1,1
Cumulus Financial,Closed with explanation,3045882,N/A,N/A,15-10-2018,12-10-2018,Problem with a purchase shown on your statement,Credit card or prepaid card,WV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,26505,0,1,1
Cumulus Financial,Closed with explanation,3617510,N/A,N/A,22-04-2020,21-04-2020,Problem with a purchase shown on your statement,Credit card or prepaid card,WV,Credit card company isn't resolving a dispute about a purchase on your statement,General-purpose credit card or charge card,Referral,Yes,25919,0,1,1
Cumulus Financial,Closed with explanation,3269428,N/A,N/A,10-06-2019,07-06-2019,Closing your account,Credit card or prepaid card,MD,Company closed your account,General-purpose credit card or charge card,Referral,Yes,20906,0,1,1
Cumulus Financial,Closed with explanation,3772851,N/A,N/A,03-08-2020,30-07-2020,Closing your account,Credit card or prepaid card,MD,Company closed your account,General-purpose credit card or charge card,Referral,Yes,21117,0,1,1
Cumulus Financial,Closed with explanation,3797522,N/A,N/A,14-08-2020,13-08-2020,Closing your account,Credit card or prepaid card,MD,Company closed your account,General-purpose credit card or charge card,Referral,Yes,21114,0,1,1
Cumulus Financial,Closed with explanation,2961074,N/A,N/A,16-07-2018,11-07-2018,Fees or interest,Credit card or prepaid card,MD,Charged too much interest,General-purpose credit card or charge card,Referral,Yes,20878,0,1,1
Cumulus Financial,Closed with explanation,2706225,N/A,N/A,26-10-2017,19-10-2017,Fees or interest,Credit card or prepaid card,MD,Problem with fees,General-purpose credit card or charge card,Referral,Yes,21601,0,1,1
Cumulus Financial,Closed with explanation,3704909,N/A,N/A,18-06-2020,16-06-2020,Fees or interest,Credit card or prepaid card,MD,Problem with fees,General-purpose credit card or charge card,Referral,Yes,20707,0,1,1
Cumulus Financial,Closed with explanation,2960871,N/A,N/A,12-07-2018,12-07-2018,Getting a credit card,Credit card or prepaid card,MD,Application denied,General-purpose credit card or charge card,Referral,Yes,21037,0,1,1
Cumulus Financial,Closed with explanation,2974195,N/A,N/A,26-07-2018,25-07-2018,Getting a credit card,Credit card or prepaid card,MD,Application denied,General-purpose credit card or charge card,Referral,Yes,21037,0,1,1
Cumulus Financial,Closed with explanation,3639808,N/A,N/A,06-05-2020,06-05-2020,Getting a credit card,Credit card or prepaid card,MD,Sent card you never applied for,General-purpose credit card or charge card,Referral,Yes,21403,0,1,1
Cumulus Financial,Closed with explanation,3735633,N/A,N/A,08-07-2020,07-07-2020,Incorrect information on your report,Credit card or prepaid card,MD,Account information incorrect,General-purpose credit card or charge card,Referral,Yes,21117,0,1,1
