Order Line,Order ID,Bar code value,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
8382,OF-2023-102750,60936333,25-02-2025,01-03-2025,Second Class,GM-14695,FUR-TA-10000198,1322.352,3,0.2,-99.1764
8383,OF-2023-101182,65267980,25-02-2025,26-02-2025,First Class,KB-16405,OFF-PA-10001800,12.96,2,0,6.2208
8384,OF-2023-101182,63119447,25-02-2025,26-02-2025,First Class,KB-16405,TEC-PH-10003589,43.176,3,0.2,15.1116
8385,OF-2023-140326,73245876,25-02-2025,27-02-2025,First Class,HW-14935,FUR-BO-10000112,825.174,9,0.3,-117.882
8386,OF-2023-140326,63230190,25-02-2025,27-02-2025,First Class,HW-14935,OFF-PA-10004041,17.76,3,0.2,5.55
8387,OF-2023-140326,4943542,25-02-2025,27-02-2025,First Class,HW-14935,OFF-AR-10001149,6.912,3,0.2,0.864
8388,OF-2023-109757,17507284,25-02-2025,02-03-2025,Second Class,MD-17350,OFF-AR-10002335,8.256,4,0.2,0.6192
8389,OF-2023-109757,37944417,25-02-2025,02-03-2025,Second Class,MD-17350,OFF-BI-10004001,25.56,5,0.7,-20.448
8390,OF-2023-109757,16975262,25-02-2025,02-03-2025,Second Class,MD-17350,OFF-BI-10001634,4.368,2,0.7,-3.0576
8391,OF-2023-109757,99860692,25-02-2025,02-03-2025,Second Class,MD-17350,OFF-PA-10000007,11.52,4,0.2,3.744
8392,OF-2023-141929,64083602,25-02-2025,01-03-2025,Standard Class,RA-19285,OFF-BI-10004632,487.984,2,0.2,152.495
8393,OF-2023-141929,35430692,25-02-2025,01-03-2025,Standard Class,RA-19285,TEC-PH-10002185,5.56,1,0.2,1.7375
8394,OF-2023-141929,33005769,25-02-2025,01-03-2025,Standard Class,RA-19285,OFF-ST-10002974,217.85,5,0,65.355
8395,OF-2023-117394,82814389,25-02-2025,03-03-2025,Standard Class,MM-17920,TEC-AC-10000199,19.04,4,0.2,-1.428
8396,OF-2023-117261,98840752,25-02-2025,03-03-2025,Standard Class,TH-21235,OFF-ST-10000419,54.32,4,0,0.5432
8397,OF-2023-116680,25696200,25-02-2025,27-02-2025,Second Class,PK-19075,OFF-BI-10004022,13.344,6,0.2,4.3368
8398,OF-2023-116680,35420495,25-02-2025,27-02-2025,Second Class,PK-19075,FUR-TA-10001771,1478.272,8,0.2,92.392
8399,ON-2023-166394,14054481,25-02-2025,27-02-2025,Second Class,VM-21835,OFF-FA-10001843,14.82,6,0,6.9654
8400,OF-2023-147410,23169207,25-02-2025,01-03-2025,Standard Class,EJ-14155,OFF-ST-10003805,421.1,2,0,105.275
8401,ON-2023-117450,55961442,25-02-2025,01-03-2025,Standard Class,DO-13645,FUR-CH-10003817,97.184,2,0.2,6.074
8402,ON-2023-117450,78818789,25-02-2025,01-03-2025,Standard Class,DO-13645,OFF-PA-10000289,10.368,2,0.2,3.6288
8403,OF-2023-100783,81587978,25-02-2025,01-03-2025,Second Class,JK-16120,OFF-AR-10000380,30.384,1,0.2,3.798
8404,OF-2023-137582,41030329,25-02-2025,01-03-2025,Standard Class,CV-12805,OFF-BI-10001757,11.808,3,0.2,4.1328
8405,ON-2023-147655,36865217,25-02-2025,26-02-2025,First Class,AS-10045,OFF-BI-10002931,88.074,7,0.7,-58.716
8406,OF-2023-107293,80867542,26-02-2025,27-02-2025,First Class,CS-12400,OFF-AR-10003732,2.78,1,0,0.7228
8407,OF-2023-120705,79984714,26-02-2025,04-03-2025,Standard Class,MG-17875,OFF-ST-10001522,147.184,2,0.2,-29.4368
8408,OF-2023-102736,80528556,26-02-2025,02-03-2025,Standard Class,LP-17095,TEC-AC-10004568,89.568,4,0.2,-1.1196
8409,OF-2023-102736,94316864,26-02-2025,02-03-2025,Standard Class,LP-17095,OFF-AR-10001897,71.96,5,0.2,7.196
8410,OF-2023-102736,28522850,26-02-2025,02-03-2025,Standard Class,LP-17095,OFF-PA-10001800,15.552,3,0.2,5.4432
8411,ON-2023-129441,86921986,28-02-2025,04-03-2025,Standard Class,JC-15340,FUR-FU-10000448,47.94,3,0,2.397
8412,OF-2023-124401,75186448,28-02-2025,05-03-2025,Standard Class,RD-19900,OFF-ST-10000649,37.68,3,0.2,2.355
8413,OF-2023-124401,6989014,28-02-2025,05-03-2025,Standard Class,RD-19900,TEC-AC-10002926,279.944,7,0.2,80.4839
8414,OF-2023-148929,32348590,28-02-2025,04-03-2025,Standard Class,SP-20620,OFF-ST-10003282,478.08,8,0,133.8624
8415,OF-2023-100335,39964424,28-02-2025,06-03-2025,Standard Class,NF-18595,OFF-PA-10001685,73.008,9,0.2,26.4654
8416,OF-2023-103877,77260174,28-02-2025,07-03-2025,Standard Class,RD-19660,OFF-BI-10003650,1577.94,3,0,757.4112
8417,OF-2023-163692,10461418,28-02-2025,02-03-2025,First Class,Dp-13240,OFF-BI-10003291,7.857,3,0.7,-6.0237
8418,OF-2023-100160,1736285,28-02-2025,04-03-2025,Standard Class,CB-12025,OFF-LA-10002475,29.24,5,0.2,9.8685
8419,OF-2023-100160,97266670,28-02-2025,04-03-2025,Standard Class,CB-12025,OFF-PA-10003072,15.552,3,0.2,5.4432
8420,OF-2023-100160,51822578,28-02-2025,04-03-2025,Standard Class,CB-12025,OFF-EN-10001509,4.896,3,0.2,1.6524
8421,ON-2023-104094,93184630,28-02-2025,04-03-2025,Standard Class,AG-10675,TEC-AC-10002134,13.48,1,0,1.8872
8422,OF-2023-151008,96408107,28-02-2025,01-03-2025,First Class,JM-16195,FUR-FU-10002396,25.16,2,0,10.5672
8423,OF-2023-151008,79123238,28-02-2025,01-03-2025,First Class,JM-16195,TEC-PH-10002807,126.56,4,0.2,47.46
8424,OF-2023-107244,95512683,28-02-2025,04-03-2025,Standard Class,AG-10390,FUR-FU-10002597,19.76,4,0,8.2992
8425,OF-2023-128783,91990980,28-02-2025,28-02-2025,Same Day,TG-21640,TEC-AC-10002473,113.52,4,0,46.5432
8426,OF-2023-128783,6462666,28-02-2025,28-02-2025,Same Day,TG-21640,FUR-FU-10003623,135.3,5,0,37.884
8427,ON-2023-150070,25040273,28-02-2025,05-03-2025,Standard Class,JA-15970,FUR-CH-10004860,161.568,2,0.2,-28.2744
8428,OF-2023-128769,73812751,28-02-2025,05-03-2025,Standard Class,DM-12955,OFF-AP-10001271,81.568,2,0.2,7.1372
8429,ON-2023-130687,4207442,28-02-2025,03-03-2025,First Class,PF-19225,FUR-FU-10004053,80.96,4,0,34.8128
8430,ON-2023-130687,7373437,28-02-2025,03-03-2025,First Class,PF-19225,TEC-PH-10002033,455.712,2,0.2,34.1784
8431,ON-2023-130687,16385727,28-02-2025,03-03-2025,First Class,PF-19225,OFF-AR-10004260,25.98,1,0,7.2744
8432,ON-2023-169488,33699848,28-02-2025,02-03-2025,First Class,AA-10375,OFF-PA-10002659,16.9,5,0,7.774
8433,ON-2023-169488,8601148,28-02-2025,02-03-2025,First Class,AA-10375,OFF-PA-10000157,39.96,2,0,18.7812
8434,ON-2023-124968,7292819,01-03-2025,06-03-2025,Second Class,MM-18055,FUR-TA-10004289,765.625,7,0.5,-566.5625
8435,OF-2023-149895,96474510,01-03-2025,05-03-2025,Standard Class,EB-14110,TEC-PH-10002200,258.528,2,0.4,-47.3968
8436,OF-2023-158036,32774789,01-03-2025,07-03-2025,Standard Class,DB-13555,TEC-AC-10002558,9.096,1,0.2,1.7055
8437,OF-2023-152856,18003332,01-03-2025,03-03-2025,Second Class,RS-19765,TEC-AC-10004864,116.832,4,0.2,33.5892
8438,OF-2023-126396,20509465,01-03-2025,05-03-2025,Second Class,AR-10345,TEC-AC-10003116,85.2,6,0.2,20.235
8439,ON-2023-124779,91192399,01-03-2025,04-03-2025,First Class,BF-11020,OFF-BI-10002429,42.616,7,0.8,-68.1856
8440,ON-2023-124779,30201174,01-03-2025,04-03-2025,First Class,BF-11020,TEC-CO-10001943,319.984,2,0.2,107.9946
8441,ON-2023-124779,31003756,01-03-2025,04-03-2025,First Class,BF-11020,OFF-FA-10004854,45.92,5,0.2,15.498
8442,ON-2023-124779,98640172,01-03-2025,04-03-2025,First Class,BF-11020,FUR-FU-10001095,21.184,2,0.6,-11.6512
8443,ON-2023-124779,90748558,01-03-2025,04-03-2025,First Class,BF-11020,OFF-PA-10000061,20.736,4,0.2,7.2576
8444,ON-2023-124779,85607650,01-03-2025,04-03-2025,First Class,BF-11020,FUR-CH-10003535,213.43,5,0.3,-39.637
8445,OF-2023-144456,65260004,01-03-2025,02-03-2025,First Class,FC-14245,OFF-ST-10001321,61.68,5,0.2,5.397
8446,OF-2023-144456,56607469,01-03-2025,02-03-2025,First Class,FC-14245,TEC-PH-10001750,158.376,3,0.2,13.8579
8447,OF-2023-132437,81811717,01-03-2025,06-03-2025,Second Class,EM-14095,OFF-ST-10001031,65.12,4,0,16.9312
8448,ON-2023-118087,9993660,02-03-2025,06-03-2025,Standard Class,SP-20620,FUR-CH-10004860,141.372,2,0.3,-48.4704
8449,ON-2023-118087,31031032,02-03-2025,06-03-2025,Standard Class,SP-20620,OFF-BI-10002432,3.036,2,0.7,-2.3276
8450,ON-2023-118087,7110555,02-03-2025,06-03-2025,Standard Class,SP-20620,OFF-BI-10000069,4.503,1,0.7,-3.6024
8451,ON-2023-118087,70690423,02-03-2025,06-03-2025,Standard Class,SP-20620,OFF-AR-10003602,4.672,1,0.2,1.5768
8452,ON-2023-118087,8749860,02-03-2025,06-03-2025,Standard Class,SP-20620,TEC-AC-10004469,95.88,3,0.2,28.764
8453,ON-2023-118087,86652726,02-03-2025,06-03-2025,Standard Class,SP-20620,FUR-FU-10001867,17.024,2,0.2,1.7024
8454,ON-2023-118087,510809,02-03-2025,06-03-2025,Standard Class,SP-20620,TEC-AC-10003174,258.696,3,0.2,64.674
8455,ON-2023-118087,35532773,02-03-2025,06-03-2025,Standard Class,SP-20620,TEC-PH-10002200,1931.958,7,0.4,-386.3916
8456,OF-2023-147361,73233575,02-03-2025,08-03-2025,Standard Class,SB-20290,OFF-ST-10001809,628.81,7,0,12.5762
8457,OF-2023-147361,63924407,02-03-2025,08-03-2025,Standard Class,SB-20290,OFF-ST-10002214,56.45,5,0,14.677
8458,OF-2023-147228,47430107,02-03-2025,07-03-2025,Standard Class,SO-20335,OFF-SU-10001225,8.832,3,0.2,-1.9872
8459,OF-2023-147228,12874756,02-03-2025,07-03-2025,Standard Class,SO-20335,OFF-PA-10000357,177.536,4,0.2,62.1376
8460,OF-2023-147228,5646020,02-03-2025,07-03-2025,Standard Class,SO-20335,OFF-ST-10000046,258.48,2,0.2,-3.231
8461,OF-2023-147228,83921940,02-03-2025,07-03-2025,Standard Class,SO-20335,FUR-FU-10000023,14.136,3,0.2,4.2408
8462,ON-2023-159562,69312308,02-03-2025,08-03-2025,Standard Class,JB-16000,OFF-EN-10000461,17.48,2,0,8.2156
8463,OF-2023-155929,81982520,02-03-2025,06-03-2025,Standard Class,AI-10855,OFF-PA-10000859,6.368,2,0.2,2.388
8464,OF-2023-137498,28042272,02-03-2025,07-03-2025,Second Class,LC-17050,OFF-AR-10003829,6.56,2,0,1.9024
8465,OF-2023-137498,30100301,02-03-2025,07-03-2025,Second Class,LC-17050,FUR-CH-10003833,243.92,5,0.2,-15.245
8466,OF-2023-137498,85611553,02-03-2025,07-03-2025,Second Class,LC-17050,OFF-PA-10000143,47.52,9,0,22.8096
8467,OF-2023-100825,96823953,02-03-2025,07-03-2025,Standard Class,KD-16495,OFF-ST-10003123,99.87,3,0,23.9688
8468,OF-2023-139444,27364652,02-03-2025,08-03-2025,Standard Class,GK-14620,OFF-LA-10000134,9.856,4,0.2,3.4496
8469,OF-2023-169439,99378038,02-03-2025,06-03-2025,Standard Class,LC-17140,OFF-AR-10001374,25.92,5,0.2,3.888
8470,OF-2023-169439,6600173,02-03-2025,06-03-2025,Standard Class,LC-17140,FUR-FU-10000723,66.112,2,0.2,-9.0904
8471,ON-2023-146213,11792626,02-03-2025,07-03-2025,Standard Class,MC-17605,TEC-AC-10001114,159.96,4,0,51.1872
8472,OF-2023-168403,95992235,02-03-2025,08-03-2025,Standard Class,DK-12835,OFF-PA-10002036,31.104,6,0.2,11.2752
8473,OF-2023-168403,25941652,02-03-2025,08-03-2025,Standard Class,DK-12835,OFF-AP-10003278,11.176,1,0.2,0.8382
8474,OF-2023-152198,26071557,02-03-2025,03-03-2025,First Class,JD-16015,OFF-LA-10000443,17.712,6,0.2,5.9778
8475,OF-2023-152198,80351089,02-03-2025,03-03-2025,First Class,JD-16015,OFF-BI-10003669,4.86,3,0.7,-3.564
8476,OF-2023-152198,58111352,02-03-2025,03-03-2025,First Class,JD-16015,OFF-BI-10001628,6.258,2,0.7,-5.215
8477,OF-2023-120999,11215127,03-03-2025,08-03-2025,Standard Class,LC-16930,TEC-PH-10004093,147.168,4,0.2,16.5564
8478,OF-2023-128370,74680501,03-03-2025,03-03-2025,Same Day,FH-14275,FUR-CH-10002602,362.352,3,0.2,27.1764
8479,OF-2023-128370,58198694,03-03-2025,03-03-2025,Same Day,FH-14275,OFF-BI-10004140,7.184,2,0.2,2.245
8480,OF-2023-110905,48397261,03-03-2025,08-03-2025,Second Class,RW-19690,OFF-BI-10003669,16.2,3,0,7.776
8481,OF-2023-110905,40912486,03-03-2025,08-03-2025,Second Class,RW-19690,OFF-AP-10004785,33.99,3,0,14.6157
8482,OF-2023-110905,42894313,03-03-2025,08-03-2025,Second Class,RW-19690,TEC-AC-10003023,296.85,5,0,53.433
8483,OF-2023-110905,32578992,03-03-2025,08-03-2025,Second Class,RW-19690,TEC-AC-10002217,112.8,6,0,6.768
8484,OF-2023-110905,52572525,03-03-2025,08-03-2025,Second Class,RW-19690,OFF-BI-10002954,13.71,3,0,6.5808
8485,OF-2023-110905,83988311,03-03-2025,08-03-2025,Second Class,RW-19690,OFF-PA-10002586,24.9,5,0,11.703
8486,OF-2023-110905,86449150,03-03-2025,08-03-2025,Second Class,RW-19690,OFF-ST-10000025,286.29,3,0,17.1774
8487,OF-2023-110905,65754130,03-03-2025,08-03-2025,Second Class,RW-19690,OFF-AP-10003281,24.18,2,0,7.254
8488,OF-2023-152093,71279251,03-03-2025,08-03-2025,Standard Class,SN-20560,OFF-BI-10003527,762.594,3,0.8,-1143.891
8489,OF-2023-122280,12725029,03-03-2025,03-03-2025,Same Day,SH-20395,OFF-PA-10004911,18.76,2,0,9.0048
8490,OF-2023-126438,26297130,03-03-2025,06-03-2025,First Class,AR-10345,OFF-AR-10003338,14.88,2,0,3.72
8491,OF-2023-147403,45104254,03-03-2025,06-03-2025,First Class,KH-16630,OFF-PA-10003302,85.056,3,0.2,28.7064
8492,OF-2023-159954,20929563,03-03-2025,07-03-2025,Standard Class,SS-20410,OFF-BI-10004876,2.78,1,0,1.3622
8493,OF-2023-123036,86772743,03-03-2025,10-03-2025,Standard Class,HA-14905,TEC-AC-10003499,37.056,4,0.2,8.8008
8494,OF-2023-123036,80786486,03-03-2025,10-03-2025,Standard Class,HA-14905,TEC-PH-10003580,259.896,2,0.4,-56.3108
8495,OF-2023-112774,99645659,04-03-2025,05-03-2025,First Class,RC-19960,FUR-FU-10003039,34.504,1,0.2,6.0382
8496,OF-2023-124898,14498776,04-03-2025,08-03-2025,Standard Class,DB-12910,OFF-PA-10003656,184.66,7,0,84.9436
8497,OF-2023-149559,61212332,04-03-2025,05-03-2025,Same Day,KF-16285,OFF-PA-10003172,12.96,2,0,6.2208
8498,OF-2023-149559,91138790,04-03-2025,05-03-2025,Same Day,KF-16285,OFF-EN-10002312,22.18,2,0,10.8682
8499,OF-2023-149559,52007439,04-03-2025,05-03-2025,Same Day,KF-16285,FUR-CH-10002320,2054.272,8,0.2,256.784
8500,OF-2023-117044,41904173,04-03-2025,06-03-2025,Second Class,HA-14920,OFF-FA-10000936,10.528,4,0.2,3.29
8501,OF-2023-117044,4741359,04-03-2025,06-03-2025,Second Class,HA-14920,OFF-PA-10003657,20.544,6,0.2,6.42
8502,OF-2023-144484,46278582,04-03-2025,04-03-2025,Same Day,CB-12025,FUR-FU-10000260,32.36,4,0,11.6496
8503,OF-2023-144484,15867403,04-03-2025,04-03-2025,Same Day,CB-12025,OFF-AP-10004487,406.6,5,0,113.848
8504,ON-2023-142188,26697579,04-03-2025,04-03-2025,Same Day,JF-15415,FUR-CH-10003199,177.568,2,0.2,8.8784
8505,ON-2023-142188,48512626,04-03-2025,04-03-2025,Same Day,JF-15415,OFF-PA-10002005,19.44,3,0,9.3312
8506,ON-2023-142188,72296991,04-03-2025,04-03-2025,Same Day,JF-15415,OFF-PA-10004101,71.28,11,0,34.2144
8507,ON-2023-142188,27434309,04-03-2025,04-03-2025,Same Day,JF-15415,OFF-BI-10004600,1471.96,5,0.2,459.9875
8508,ON-2023-142188,48965855,04-03-2025,04-03-2025,Same Day,JF-15415,TEC-PH-10000127,79.96,5,0.2,-17.991
8509,ON-2023-160836,1052918,04-03-2025,09-03-2025,Standard Class,CC-12475,OFF-PA-10004239,10.272,3,0.2,3.21
8510,ON-2023-160836,89729526,04-03-2025,09-03-2025,Standard Class,CC-12475,FUR-TA-10002855,512.19,5,0.3,-65.853
8511,ON-2023-160836,11241761,04-03-2025,09-03-2025,Standard Class,CC-12475,OFF-AP-10001626,1.556,2,0.8,-4.2012
8512,OF-2023-166898,59438536,04-03-2025,06-03-2025,Second Class,KH-16630,TEC-PH-10002564,143.952,6,0.2,17.994
8513,OF-2023-166898,60258983,04-03-2025,06-03-2025,Second Class,KH-16630,OFF-PA-10002262,19.44,3,0,9.3312
8514,ON-2023-152898,68472375,04-03-2025,08-03-2025,Standard Class,CB-12025,OFF-AP-10000027,67.9,5,0,20.37
8515,OF-2023-127726,47803633,04-03-2025,06-03-2025,Second Class,SS-20410,OFF-AP-10002578,195.68,4,0,50.8768
8516,OF-2023-127726,32584135,04-03-2025,06-03-2025,Second Class,SS-20410,OFF-FA-10000992,14.2,4,0,6.674
8517,OF-2023-103611,84294113,05-03-2025,08-03-2025,First Class,JM-15535,FUR-FU-10004270,8.36,2,0,3.0096
8518,OF-2023-140676,51892950,05-03-2025,08-03-2025,First Class,BF-11080,OFF-PA-10004082,39.9,5,0,19.95
8519,OF-2023-140676,83295418,05-03-2025,08-03-2025,First Class,BF-11080,OFF-AP-10000358,90.86,7,0,26.3494
8520,OF-2023-140676,23002487,05-03-2025,08-03-2025,First Class,BF-11080,OFF-PA-10004243,94.85,5,0,45.528
8521,OF-2023-108749,36814473,05-03-2025,08-03-2025,First Class,DJ-13510,OFF-PA-10003797,45.36,7,0,21.7728
8522,OF-2023-108749,90560403,05-03-2025,08-03-2025,First Class,DJ-13510,OFF-BI-10003707,45.78,3,0,22.89
8523,ON-2023-109582,97765824,05-03-2025,10-03-2025,Second Class,JM-15865,OFF-PA-10004071,166.44,3,0,79.8912
8524,OF-2023-139493,42248662,06-03-2025,12-03-2025,Standard Class,SG-20605,OFF-AR-10003158,15.92,5,0.2,2.786
8525,OF-2023-114440,83769913,07-03-2025,10-03-2025,Second Class,TB-21520,OFF-PA-10004675,19.05,3,0,8.763
8526,OF-2023-147725,13896507,07-03-2025,07-03-2025,Same Day,LT-17110,OFF-AR-10001725,70.95,3,0,18.447
8527,ON-2023-157224,79010593,07-03-2025,11-03-2025,Second Class,JB-16000,OFF-LA-10000121,56.7,9,0,26.082
8528,OF-2023-156237,48713615,07-03-2025,08-03-2025,First Class,PS-18760,OFF-BI-10000301,3.882,2,0.7,-2.588
8529,OF-2023-156237,47729829,07-03-2025,08-03-2025,First Class,PS-18760,TEC-MA-10002930,12.585,1,0.7,-18.0385
8530,OF-2023-156237,98989448,07-03-2025,08-03-2025,First Class,PS-18760,FUR-CH-10002372,113.372,2,0.3,-29.1528
8531,OF-2023-156237,67247456,07-03-2025,08-03-2025,First Class,PS-18760,OFF-BI-10003707,18.312,4,0.7,-12.208
8532,OF-2023-156237,5229384,07-03-2025,08-03-2025,First Class,PS-18760,FUR-FU-10001057,127.936,8,0.2,4.7976
8533,OF-2023-156237,1155892,07-03-2025,08-03-2025,First Class,PS-18760,TEC-MA-10001681,241.17,2,0.7,-168.819
8534,OF-2023-115882,19036709,07-03-2025,10-03-2025,First Class,DB-13555,OFF-AP-10002534,942.784,4,0.2,94.2784
8535,OF-2023-115882,94557806,07-03-2025,10-03-2025,First Class,DB-13555,OFF-PA-10001125,74.352,3,0.2,23.235
8536,OF-2023-152975,64717783,07-03-2025,09-03-2025,First Class,RB-19705,TEC-PH-10004586,1079.85,3,0,323.955
8537,OF-2023-152975,60298814,07-03-2025,09-03-2025,First Class,RB-19705,OFF-ST-10001370,70.98,1,0,3.549
8538,OF-2023-152975,51234158,07-03-2025,09-03-2025,First Class,RB-19705,OFF-AR-10001988,29.95,5,0,8.6855
8539,OF-2023-152975,83213931,07-03-2025,09-03-2025,First Class,RB-19705,FUR-CH-10003298,589.41,5,0.1,-6.549
8540,OF-2023-108931,32724221,07-03-2025,12-03-2025,Standard Class,HZ-14950,OFF-PA-10002741,8.56,2,0,3.852
8541,OF-2023-108931,61064227,07-03-2025,12-03-2025,Standard Class,HZ-14950,OFF-PA-10003845,11.56,2,0,5.6644
8542,OF-2023-130302,42797093,07-03-2025,12-03-2025,Standard Class,CY-12745,TEC-AC-10002001,895.944,7,0.2,190.3881
8543,OF-2023-130043,67136914,08-03-2025,12-03-2025,Standard Class,BB-11545,OFF-PA-10002230,31.872,8,0.2,11.5536
8544,OF-2023-163020,60292733,08-03-2025,12-03-2025,Standard Class,MO-17800,FUR-FU-10000221,35.56,7,0,12.0904
8545,OF-2023-132353,8509638,08-03-2025,10-03-2025,First Class,DB-13060,TEC-PH-10004536,323.976,3,0.2,20.2485
8546,OF-2023-121888,42746754,08-03-2025,10-03-2025,Second Class,CL-11890,TEC-PH-10000439,39.99,1,0,11.5971
8547,OF-2023-121888,3836432,08-03-2025,10-03-2025,Second Class,CL-11890,OFF-AR-10003478,16.28,2,0,6.512
8548,OF-2023-121888,86289314,08-03-2025,10-03-2025,Second Class,CL-11890,FUR-BO-10002545,782.94,3,0,203.5644
8549,OF-2023-121888,65555647,08-03-2025,10-03-2025,Second Class,CL-11890,OFF-BI-10001765,242.48,7,0,116.3904
8550,ON-2023-163300,9564587,08-03-2025,14-03-2025,Standard Class,ES-14020,OFF-BI-10004390,2357.488,7,0.2,884.058
8551,ON-2023-163300,7674906,08-03-2025,14-03-2025,Standard Class,ES-14020,TEC-PH-10001700,369.544,7,0.2,32.3351
8552,ON-2023-163300,56882237,08-03-2025,14-03-2025,Standard Class,ES-14020,FUR-CH-10003396,184.752,3,0.2,-20.7846
8553,OF-2023-145737,30893965,08-03-2025,13-03-2025,Standard Class,AB-10165,OFF-PA-10001033,163.96,5,0.2,59.4355
8554,ON-2023-116652,46380621,08-03-2025,12-03-2025,Standard Class,RD-19480,FUR-CH-10002961,218.352,3,0.2,0
8555,ON-2023-116652,60720216,08-03-2025,12-03-2025,Standard Class,RD-19480,FUR-FU-10001488,529.9,5,0,105.98
8556,ON-2023-116652,32723830,08-03-2025,12-03-2025,Standard Class,RD-19480,OFF-AR-10001915,99.3,10,0,41.706
8557,ON-2023-116652,54960826,08-03-2025,12-03-2025,Standard Class,RD-19480,OFF-AP-10001205,108.96,2,0,30.5088
8558,ON-2023-116652,92529754,08-03-2025,12-03-2025,Standard Class,RD-19480,OFF-BI-10004528,2.688,1,0.2,0.84
8559,OF-2023-124205,72717058,08-03-2025,12-03-2025,Standard Class,TC-21145,FUR-FU-10002445,47.4,5,0,18.96
8560,OF-2023-124205,62593908,08-03-2025,12-03-2025,Standard Class,TC-21145,FUR-CH-10003606,512.96,4,0,143.6288
8561,OF-2023-124205,12945231,08-03-2025,12-03-2025,Standard Class,TC-21145,TEC-PH-10002115,395.94,6,0,102.9444
8562,OF-2023-124205,99295463,08-03-2025,12-03-2025,Standard Class,TC-21145,OFF-ST-10000934,81.96,2,0,0
8563,OF-2023-146185,34405954,08-03-2025,12-03-2025,Standard Class,CC-12145,OFF-AR-10002987,31.744,2,0.2,8.3328
8564,OF-2023-134418,36043002,08-03-2025,13-03-2025,Standard Class,GM-14500,OFF-AR-10004441,12.42,3,0,5.2164
8565,OF-2023-139822,19805449,08-03-2025,14-03-2025,Standard Class,Dp-13240,OFF-ST-10000943,38.62,2,0,10.8136
8566,OF-2023-139822,68444194,08-03-2025,14-03-2025,Standard Class,Dp-13240,TEC-AC-10001090,59.98,2,0,10.7964
8567,OF-2023-165008,67010866,08-03-2025,10-03-2025,Second Class,DO-13645,OFF-BI-10002794,295.056,9,0.2,106.9578
8568,OF-2023-127096,76247294,08-03-2025,10-03-2025,Second Class,CS-12400,FUR-TA-10003473,300.904,1,0.2,11.2839
8569,OF-2023-118136,56522024,09-03-2025,10-03-2025,First Class,BB-10990,OFF-PA-10002615,8.82,2,0,4.0572
8570,OF-2023-118136,75124378,09-03-2025,10-03-2025,First Class,BB-10990,OFF-AR-10001427,5.98,1,0,1.5548
8571,OF-2023-144113,37175963,09-03-2025,13-03-2025,Standard Class,JF-15355,OFF-EN-10001141,17.568,2,0.2,6.3684
8572,OF-2023-144113,92732580,09-03-2025,13-03-2025,Standard Class,JF-15355,TEC-PH-10002170,55.992,1,0.2,5.5992
8573,OF-2023-134173,60314323,09-03-2025,14-03-2025,Standard Class,AB-10060,OFF-PA-10004355,20.736,4,0.2,7.2576
8574,OF-2023-136448,91456982,09-03-2025,11-03-2025,First Class,AS-10090,TEC-AC-10001109,71.976,3,0.2,19.7934
8575,OF-2023-136448,47014957,09-03-2025,11-03-2025,First Class,AS-10090,FUR-FU-10003832,22.512,3,0.2,2.2512
8576,OF-2023-136448,99441165,09-03-2025,11-03-2025,First Class,AS-10090,OFF-BI-10002393,3.444,2,0.7,-2.7552
8577,OF-2023-136448,69563619,09-03-2025,11-03-2025,First Class,AS-10090,OFF-BI-10001359,538.194,2,0.7,-412.6154
8578,OF-2023-136448,99891007,09-03-2025,11-03-2025,First Class,AS-10090,TEC-AC-10003628,47.984,2,0.2,14.3952
8579,OF-2023-112984,8243747,09-03-2025,11-03-2025,Second Class,EH-14185,OFF-PA-10003657,20.544,6,0.2,6.42
8580,OF-2023-130715,24916161,09-03-2025,13-03-2025,Standard Class,CY-12745,OFF-FA-10000621,17.9,5,0,8.771
8581,OF-2023-141446,99961215,09-03-2025,11-03-2025,Second Class,CL-12700,TEC-AC-10002305,18,1,0,3.24
8582,OF-2023-137470,87110909,10-03-2025,10-03-2025,Same Day,TP-21415,OFF-PA-10002001,12.96,2,0,6.3504
8583,OF-2023-157931,20230396,10-03-2025,15-03-2025,Second Class,MO-17800,FUR-CH-10000785,723.92,4,0,188.2192
8584,OF-2023-157931,49591204,10-03-2025,15-03-2025,Second Class,MO-17800,OFF-PA-10000474,106.32,3,0,49.9704
8585,OF-2023-112515,25231243,10-03-2025,14-03-2025,Second Class,AS-10225,OFF-BI-10000829,10.776,3,0.2,3.5022
8586,OF-2023-112515,44895602,10-03-2025,14-03-2025,Second Class,AS-10225,OFF-BI-10003712,11.784,3,0.2,4.2717
8587,OF-2023-112515,85575939,10-03-2025,14-03-2025,Second Class,AS-10225,OFF-PA-10000062,164.88,3,0,80.7912
8588,OF-2023-112515,27141729,10-03-2025,14-03-2025,Second Class,AS-10225,FUR-BO-10003404,1292.94,3,0,77.5764
8589,OF-2023-112515,48064880,10-03-2025,14-03-2025,Second Class,AS-10225,OFF-BI-10004233,25.584,2,0.2,8.9544
8590,OF-2023-112515,76845345,10-03-2025,14-03-2025,Second Class,AS-10225,OFF-ST-10001272,261.74,2,0,65.435
8591,OF-2023-112515,20342399,10-03-2025,14-03-2025,Second Class,AS-10225,OFF-LA-10001175,14.4,5,0,7.056
